lng,lat,viliage,ELEMID,date,level,vnum,inum
108.878755,34.161364,樱花路社�?6100004579,20211222,1,2,0,
109.312136,34.161195,蓝丰社区,6100016939,20211222,1,2,0
109.313356,34.160667,蓝关社区,6100016928,20211222,1,2,0
108.907109,34.160256,春天花园社区,6100004771,20211222,1,2,0
108.48047,34.160227,尚村社区,6100003626,20211222,1,2,0
108.869164,34.160205,郭杜北村社区,6100004705,20211222,2,2,0
108.868995,34.160203,羊村社区,6100248476,20211222,1,2,0
108.82714,34.159967,中祝社区,6100004742,20211222,1,2,0
108.967169,34.159783,航天基地,#N/A,20211222,1,2,0
108.943663,34.159399,新华街社�?6100004626,20211222,1,2,0,
108.870075,34.159174,河池寨社�?6100004430,20211222,1,2,0,
108.658144,34.159098,大王镇社�?6100247023,20211222,1,2,0,
108.864614,34.15891,东街社区,6100247026,20211222,1,2,0
108.230483,34.158905,城东社区,6100003720,20211222,1,2,0
108.864933,34.158842,北街第一社区,#N/A,20211222,1,2,0
108.893552,34.158396,书香路社�?6100004519,20211222,1,2,0,
108.835313,34.157565,东祝社区,6100004739,20211222,1,2,0
109.316274,34.157335,绿之圣社�?6100016935,20211222,1,2,0,
108.202374,34.157142,淳风苑社�?6100003719,20211222,1,2,0,
108.940203,34.157026,浐水源社�?6100004411,20211222,1,2,0,
108.934795,34.156873,西长安街社区,6100004406,20211222,1,2,0
108.869559,34.15646,郭南社区,6100004442,20211222,1,2,0
108.952978,34.156278,航天聚福�?#N/A,20211222,1,2,0,
108.940661,34.15621,青年街社�?6100004545,20211222,2,2,0,
108.792155,34.156051,祝秦路社�?6100004538,20211222,1,2,0,
108.943829,34.155924,友谊街社�?6100004544,20211222,1,2,0,
109.319118,34.155887,县门街社�?6100016933,20211222,1,2,0,
108.217968,34.15558,城中社区,6100003718,20211222,1,2,0
108.931175,34.155121,长乐社区,6100004543,20211222,1,2,0
108.969917,34.154731,东街社区,6100247026,20211222,1,2,0
108.926691,34.154043,毓秀园社�?6100004384,20211222,1,2,0,
108.953299,34.152996,皇子坡社�?6100004676,20211222,1,2,0,
109.000836,34.152944,西北社区,6100004644,20211222,1,2,0
108.933457,34.1521,长兴南路社区,6100004351,20211222,1,2,0
108.857684,34.151617,学府街社�?6100004500,20211222,1,2,0,
108.207498,34.151464,云塔社区,6100003733,20211222,1,2,0
108.84165,34.150948,小仁社区,6100004703,20211222,1,2,0
108.91178,34.150213,崔家营社�?6100004643,20211222,1,2,0,
108.907471,34.149575,鲁家湾社�?6100004532,20211222,1,2,0,
108.96684,34.14768,西兆余社�?6100004415,20211222,1,2,0,
108.899246,34.147461,温国堡社�?6100004533,20211222,2,2,0,
108.889056,34.147193,岔道口村社区,#N/A,20211222,1,2,0
108.938932,34.145882,南街社区,6100004414,20211222,1,2,0
108.933696,34.144918,广场南路社区,6100004517,20211222,1,2,0
108.36409,34.142752,终南社区,6100003530,20211222,1,2,0
108.880634,34.142419,风林社区,6100004628,20211222,1,2,0
108.942129,34.1412,申店社区,6100248474,20211222,1,2,0
108.937295,34.141034,长安家园社区,6100004447,20211222,1,2,0
108.982301,34.139043,朱坡社区,6100004655,20211222,1,2,0
109.323286,34.138014,天鹅湖社�?6100016784,20211222,1,2,0,
108.949805,34.137432,徐家寨社�?6100004744,20211222,1,2,0,
108.917324,34.135523,任家寨社�?6100004654,20211222,1,2,0,
109.056437,34.134993,北街社区,6100004551,20211222,1,2,0
108.91944,34.134083,杜永社区,6100004728,20211222,1,2,0
108.972092,34.132687,表厂社区,6100004629,20211222,1,2,0
108.808134,34.129889,兴隆社区,6100016441,20211222,1,3,0
108.805891,34.129227,三堰社区,6100004737,20211222,1,2,0
108.796077,34.128397,童家寨村,#N/A,20211222,1,2,0
109.333687,34.126105,大寨村委�?#N/A,20211222,1,2,0,
109.109699,34.125103,南街社区,6100004414,20211222,1,2,0
108.830407,34.123705,堰渡�?#N/A,20211222,1,2,0,
108.605268,34.1236,娄敬路社�?6100004208,20211222,1,2,0,
108.822917,34.12046,甘河社区,6100004502,20211222,1,2,0
109.375561,34.118739,向阳路社�?6100016934,20211222,1,2,0,
108.818836,34.114949,南堰社区,6100004445,20211222,1,2,0
108.617085,34.114297,画展街社�?6100004123,20211222,1,2,0,
108.603745,34.113061,北街社区,6100004551,20211222,1,2,0
108.819022,34.112458,张王�?#N/A,20211222,1,2,0,
108.621876,34.111556,人民路社�?6100004322,20211222,1,2,0,
108.811685,34.11145,枣林寨村,6100004221,20211222,1,2,0
108.828204,34.11144,张牛�?#N/A,20211222,1,2,0,
108.151131,34.110534,广济社区,6100003656,20211222,1,2,0
108.61263,34.109905,东新街社�?6100004275,20211222,1,2,0,
108.818186,34.109215,张高�?#N/A,20211222,1,2,0,
108.743716,34.109173,丰灵路社�?6100004620,20211222,1,2,0,
108.613227,34.109007,丰京社区,6100004295,20211222,1,2,0
108.746734,34.108284,秦渡镇社�?6100004223,20211222,1,2,0,
108.619657,34.107539,东街社区,6100247026,20211222,1,2,0
108.619657,34.107539,东街社区,6100247026,20211222,1,2,0
108.495247,34.10606,祖庵镇社�?6100004218,20211222,1,2,0,
109.006428,34.10503,杜樊社区,6100004580,20211222,1,2,0
108.605537,34.098464,草堂社区,6100004276,20211222,1,2,0
108.328743,34.08844,楼观新镇社区,#N/A,20211222,1,2,0
108.786075,34.083222,五楼社区,6100004537,20211222,1,2,0
108.543893,34.080735,丈八寺南堡村委会,#N/A,20211222,1,2,0
109.108301,34.076742,鸿翔街社�?6100004615,20211222,1,2,0,
108.967572,34.072005,光明路社�?6100004549,20211222,1,2,0,
108.381416,34.071196,集贤社区,6100003619,20211222,1,2,0
108.195632,34.07111,马召社区,6100003607,20211222,1,2,0
108.326699,34.066465,楼观社区,6100003487,20211222,1,2,0
108.621865,34.065559,热电厂社�?6100004085,20211222,1,2,0,
108.619852,34.065447,仪表厂社�?6100004321,20211222,1,2,0,
108.627444,34.064179,陕西国防学院社区,6100004069,20211222,1,2,0
108.630399,34.063548,惠北社区,6100004224,20211222,1,2,0
108.900117,34.057889,西街社区,6100004367,20211222,1,2,0
108.908472,34.057185,北街社区,6100004551,20211222,1,2,0
108.908473,34.057128,中街社区,6100004550,20211222,1,2,0
108.771143,34.056784,温泉路社�?6100004338,20211222,1,2,0,
108.628362,34.056388,惠南社区,6100004225,20211222,1,2,0
109.057232,34.056178,西王莽社�?6100004490,20211222,1,2,0,
108.838877,34.049691,中心社区,6100004151,20211222,1,2,0
108.716805,34.047924,草堂镇社�?6100004270,20211222,1,2,0,
108.616332,34.042735,银宁社区,6100004320,20211222,1,2,0
109.144698,34.041042,太兴社区,6100004413,20211222,1,2,0
108.974911,34.031724,西街社区,6100004367,20211222,1,2,0
108.920437,34.025396,正街社区,6100004552,20211222,1,2,0
109.006803,34.021825,四皓村委�?#N/A,20211222,2,2,0,
